,Farm0001,Farm0002,Farm0003,Farm0004,Farm0005,Farm0006,Farm0007,Farm0008,Farm0009,Farm0010,Farm0011,Farm0012,Farm0013,Farm0014,Farm0015,Farm0016,Farm0017,Farm0018,Farm0019,Farm0020,Farm0021,Farm0022,Farm0023,Farm0024,Farm0025,Farm0026,Farm0027,Farm0028,Farm0029,Farm0030,Farm0031,Farm0032,Farm0033,Farm0034,Farm0035,Farm0036,Farm0037,Farm0038,Farm0039,Farm0040,Farm0041,Farm0042,Farm0043,Farm0044,Farm0045,Farm0046,Farm0047,Farm0048,Farm0049,Farm0050,Farm0051,Farm0052,Farm0053,Farm0054,Farm0055,Farm0056,Farm0057,Farm0058,Farm0059,Farm0060,Farm0061,Farm0062,Farm0063,Farm0064,Farm0065,Farm0066,Farm0067,Farm0068,Farm0069,Farm0070,Farm0071,Farm0072,Farm0073,Farm0074,Farm0075,Farm0076,Farm0077,Farm0078,Farm0079,Farm0080,Farm0081,Farm0082,Farm0083,Farm0084,Farm0085,Farm0086,Farm0087,Farm0088,Farm0089,Farm0090,Farm0091,Farm0092,Farm0093,Farm0094,Farm0095,Farm0096,Farm0097,Farm0098,Farm0099,Farm0100,Farm0101,Farm0102,Farm0103,Farm0104,Farm0105,Farm0106,Farm0107,Farm0108,Farm0109,Farm0110,Farm0111,Farm0112,Farm0113,Farm0114,Farm0115,Farm0116,Farm0117,Farm0118,Farm0119,Farm0120,Farm0121,Farm0122,Farm0123,Farm0124,Farm0125,Farm0126,Farm0127,Farm0128,Farm0129,Farm0130,Farm0131,Farm0132,Farm0133,Farm0134,Farm0135,Farm0136,Farm0137,Farm0138,Farm0139,Farm0140,Farm0141,Farm0142,Farm0143,Farm0144,Farm0145,Farm0146,Farm0147,Farm0148,Farm0149,Farm0150,Farm0151,Farm0152,Farm0153,Farm0154,Farm0155,Farm0156,Farm0157,Farm0158,Farm0159,Farm0160,Farm0161,Farm0162,Farm0163,Farm0164,Farm0165,Farm0166,Farm0167,Farm0168,Farm0169,Farm0170,Farm0171,Farm0172,Farm0173,Farm0174,Farm0175,Farm0176,Farm0177,Farm0178,Farm0179,Farm0180,Farm0181,Farm0182,Farm0183,Farm0184,Farm0185,Farm0186,Farm0187,Farm0188,Farm0189,Farm0190,Farm0191,Farm0192,Farm0193,Farm0194,Farm0195,Farm0196,Farm0197,Farm0198,Farm0199,Farm0200,Farm0201,Farm0202,Farm0203,Farm0204,Farm0205,Farm0206,Farm0207,Farm0208,Farm0209,Farm0210,Farm0211,Farm0212,Farm0213,Farm0214
Farm0143,12,13,19,16,8,24,20,18,19,9,15,17,24,7,19,24,22,26,9,18,18,8,21,18,24,18,16,27,26,30,25,18,25,25,26,27,28,8,28,24,19,23,19,18,10,20,26,16,17,24,28,16,18,18,30,24,28,21,22,26,20,28,22,30,26,26,24,25,20,24,28,20,25,24,19,26,26,26,27,19,4,18,26,28,30,30,22,30,18,16,22,10,26,26,25,28,24,26,32,26,24,28,26,30,18,27,24,31,26,24,26,22,25,31,30,30,28,32,26,28,28,22,32,28,11,28,28,28,22,27,24,30,24,24,24,30,28,28,32,28,6,26,,8,26,24,27,28,30,26,28,24,35,34,154,30,26,28,34,34,30,28,25,15,32,26,30,30,29,24,28,28,30,30,28,4,28,30,30,8,24,34,32,22,10,22,30,36,32,30,26,6,26,30,31,30,26,30,30,34,30,14,40,36,43,32,23,24,38,38,31,13,12,40
Farm0144,17,18,23,20,14,26,24,22,22,14,20,20,28,12,24,28,24,30,12,22,22,12,26,21,30,22,20,32,30,33,29,23,29,28,30,32,32,10,31,28,23,27,22,22,12,24,30,22,20,29,31,22,22,20,34,29,30,26,25,30,24,32,26,33,31,30,28,29,23,32,32,24,30,29,24,29,30,30,32,24,3,25,30,31,33,34,26,32,21,20,26,15,30,30,28,32,28,30,35,30,27,32,30,32,22,31,28,35,28,27,30,26,30,34,33,34,34,36,29,32,34,26,36,32,8,32,33,34,26,30,27,34,29,26,28,34,32,33,37,33,11,30,8,,32,28,32,33,34,29,32,28,39,39,158,34,30,34,38,38,29,34,30,18,37,28,35,34,33,28,32,31,35,33,31,7,32,34,34,8,28,39,36,27,10,28,31,40,36,33,30,10,30,33,34,34,30,33,35,38,36,12,44,41,47,36,26,28,42,40,35,16,10,46
Farm0145,14,14,20,18,22,24,22,22,21,20,16,10,26,22,20,26,22,27,22,20,21,22,24,18,27,20,18,31,26,32,27,20,27,27,28,30,30,22,28,27,10,25,21,20,21,14,29,20,18,26,29,19,10,18,32,26,30,25,23,28,14,31,16,30,30,28,26,26,22,30,30,22,20,28,9,28,27,28,30,9,29,10,28,28,31,32,24,30,20,12,24,24,28,28,26,30,26,28,34,27,18,30,28,30,20,28,26,25,28,26,28,4,28,32,32,32,30,33,28,30,31,6,32,30,34,29,30,31,24,30,24,32,26,26,26,32,30,32,35,30,30,28,26,32,,26,30,29,34,19,30,18,37,38,154,32,29,31,36,35,26,30,26,28,34,26,32,32,32,25,30,30,34,32,28,27,30,32,32,32,26,36,34,18,34,18,30,38,34,32,19,34,20,32,32,32,28,34,33,36,32,37,42,38,46,32,26,27,41,40,32,37,36,44
Farm0146,11,11,16,14,16,19,17,21,18,16,13,15,20,18,18,18,20,23,18,16,18,17,18,15,20,16,8,22,20,24,22,17,20,22,22,24,24,17,22,22,17,20,12,10,16,18,22,7,10,20,23,15,15,8,26,22,24,20,18,22,17,24,20,25,22,24,20,21,12,22,24,4,24,22,17,22,22,22,23,16,24,18,21,22,26,26,20,25,10,15,20,22,23,22,22,23,4,24,28,23,22,24,22,26,10,23,6,30,3,21,24,21,22,26,26,26,26,26,22,24,25,21,27,24,30,23,24,26,20,26,22,28,2,21,0,26,25,25,28,24,26,24,24,28,26,,24,24,26,22,6,20,32,31,150,26,26,24,30,28,23,26,10,24,28,24,26,24,25,22,24,24,27,26,4,23,27,25,26,28,2,30,26,20,30,21,28,31,28,25,24,30,24,28,26,26,24,26,26,30,27,34,37,32,40,27,21,24,34,34,28,32,31,38
Farm0147,16,15,21,17,22,4,20,24,20,20,17,19,6,20,22,4,24,8,20,20,22,22,23,18,4,20,17,8,4,12,6,21,5,8,7,10,11,20,8,6,21,26,18,18,22,22,6,18,16,3,4,18,20,18,12,5,9,24,22,9,22,10,23,10,8,29,4,7,20,4,6,22,28,27,22,8,5,8,10,20,29,22,3,4,8,8,24,6,18,18,24,26,28,6,25,7,24,29,12,7,26,6,6,7,18,5,24,33,26,25,27,25,8,9,8,4,6,7,6,30,7,24,8,6,34,6,8,7,24,28,22,32,24,26,24,8,30,8,11,8,30,28,27,32,30,24,,6,10,26,29,25,12,13,133,10,29,10,11,8,26,30,25,28,10,28,8,7,3,26,7,8,10,8,28,26,30,12,8,31,24,14,12,24,36,26,30,14,10,10,26,34,28,30,8,10,28,8,8,11,32,36,19,14,22,12,25,27,17,16,9,35,36,19
Farm0148,15,16,20,17,22,4,20,24,20,21,18,19,6,22,20,4,24,8,20,20,20,21,24,20,6,21,15,8,6,10,4,22,6,7,6,10,10,21,8,6,20,24,18,18,20,22,5,15,18,5,5,20,19,17,12,5,10,24,22,8,22,10,24,11,9,28,4,7,20,4,6,21,28,26,22,7,4,8,9,23,28,22,4,6,7,8,24,6,18,20,25,26,26,6,26,3,24,28,12,5,24,6,6,6,19,6,24,32,25,25,28,25,9,10,7,8,6,10,8,30,8,25,10,6,33,6,7,6,24,29,22,32,24,26,23,8,30,6,8,8,30,28,28,33,29,24,6,,5,28,28,25,8,13,128,10,30,9,12,10,28,30,24,28,10,28,4,3,6,26,6,8,10,8,26,27,30,10,8,32,23,14,12,24,35,25,30,12,12,8,26,33,28,31,8,5,28,8,6,12,32,37,14,10,17,11,26,27,18,12,6,34,36,15
Farm0149,18,18,23,20,24,8,24,28,24,24,20,22,8,24,24,6,26,10,24,23,24,24,26,22,8,24,19,12,8,14,8,24,8,10,10,12,14,24,10,7,24,28,22,22,24,24,8,21,20,6,8,23,22,20,16,7,12,27,26,11,25,14,26,14,12,31,6,11,22,6,9,24,31,30,24,10,8,10,11,23,30,26,7,8,10,11,28,10,21,22,28,29,30,8,28,4,28,31,16,9,28,9,9,9,20,7,26,36,28,28,31,28,11,12,11,11,10,13,10,32,10,28,12,10,37,9,12,10,26,30,27,34,28,30,26,12,34,10,10,12,32,31,30,34,34,26,10,5,,30,31,28,12,16,130,13,32,12,14,14,30,33,28,30,14,30,2,2,10,28,10,12,12,11,30,30,33,14,11,36,27,16,16,28,38,28,34,12,16,12,30,35,32,34,10,4,31,10,4,14,34,40,18,13,20,14,28,30,18,9,4,38,38,17
Farm0150,12,11,19,15,18,23,17,22,18,18,14,8,24,20,18,24,20,22,19,18,18,18,18,16,24,16,16,23,24,26,24,18,24,24,24,24,24,18,26,24,10,22,18,17,18,5,26,17,16,23,27,16,9,16,26,24,26,22,21,26,12,28,12,26,26,26,22,24,18,26,26,20,11,23,10,26,25,25,27,10,24,11,24,26,28,29,21,28,18,8,20,22,24,26,22,27,22,24,32,25,2,28,24,28,16,26,23,16,24,22,25,14,24,29,28,30,28,28,25,26,28,16,30,28,31,26,28,28,22,25,22,28,22,24,23,29,26,28,32,28,28,25,26,29,19,22,26,28,30,,26,1,34,34,150,29,26,28,34,32,24,27,24,24,30,25,29,28,28,22,28,26,30,30,26,24,28,28,29,30,22,34,31,4,32,1,28,35,30,28,4,30,6,27,29,30,26,29,30,33,28,34,40,36,42,28,23,24,38,36,30,34,32,40
Farm0151,15,14,21,18,22,22,20,24,22,21,16,20,24,22,20,25,24,27,20,20,21,20,22,20,24,20,12,27,25,29,24,21,25,26,26,27,28,22,27,26,20,24,16,14,20,22,26,14,13,25,28,18,19,13,30,25,28,24,24,26,22,29,25,28,28,27,24,24,16,26,28,9,29,26,21,26,26,25,26,20,27,22,27,27,28,29,24,28,14,20,25,26,26,26,26,27,8,28,32,27,25,28,26,29,14,26,12,32,8,25,28,26,26,31,30,30,29,30,28,26,30,25,31,27,35,28,28,29,24,28,24,32,7,26,6,30,31,30,33,28,29,28,28,32,30,6,29,28,31,26,,25,34,36,154,30,28,30,34,33,27,30,14,28,32,26,30,29,29,26,30,27,32,30,8,28,30,28,30,32,6,35,29,26,35,24,30,36,32,30,28,33,28,32,28,32,28,30,30,35,32,36,40,37,44,30,24,28,38,36,30,37,36,41
Farm0152,10,10,16,12,16,20,16,18,16,16,12,6,20,18,16,20,17,22,18,15,15,16,18,14,22,14,12,22,22,24,22,16,22,22,22,22,24,16,23,23,8,20,16,15,16,3,24,14,14,22,24,14,6,14,24,22,24,18,18,24,9,27,10,23,24,23,21,22,16,24,26,19,8,22,8,24,24,22,25,7,24,10,22,24,26,27,18,26,14,6,18,20,22,23,21,24,21,23,29,24,1,26,23,26,16,24,22,14,21,20,23,12,22,27,26,28,26,28,22,26,26,12,27,26,29,24,26,26,20,23,20,28,21,22,22,28,25,26,31,26,25,23,24,28,18,20,25,25,28,1,25,,31,32,146,28,24,26,31,30,22,25,22,23,29,23,27,26,26,21,28,24,28,27,24,21,26,26,27,27,21,31,28,0,31,0,26,33,30,26,2,29,2,26,27,29,24,26,28,32,26,32,38,34,40,26,21,21,36,34,28,32,31,38
Farm0153,22,22,28,25,28,12,28,31,28,26,24,26,13,28,28,12,30,16,28,28,28,28,29,26,12,26,23,16,12,19,12,28,12,14,14,16,16,28,14,12,28,32,26,25,30,30,12,26,23,10,12,26,25,24,19,12,16,32,30,16,29,19,31,17,15,36,12,14,26,12,14,28,34,34,28,14,12,15,16,28,35,29,10,12,15,14,32,14,26,26,32,32,34,14,34,9,30,36,18,13,32,14,13,15,25,12,30,41,32,32,36,33,14,18,14,16,14,13,14,38,13,32,16,14,40,12,14,14,30,36,30,38,30,32,31,16,37,14,14,15,36,36,35,39,37,32,12,8,12,34,34,31,,22,132,17,35,16,20,19,34,37,32,34,16,34,10,10,14,34,14,16,15,15,34,34,36,16,15,39,31,20,18,32,42,32,38,2,20,15,34,40,36,38,14,12,35,14,12,19,40,44,8,4,9,19,32,34,25,18,12,41,44,8
Farm0154,22,22,28,25,28,12,28,31,28,28,24,26,14,28,28,10,30,16,28,27,28,28,30,26,13,27,23,16,12,17,11,27,12,14,14,16,18,28,14,12,28,32,26,26,29,29,12,24,24,10,10,26,26,24,20,12,16,32,30,16,29,19,31,19,16,34,11,14,25,12,12,28,34,32,28,16,12,14,16,28,34,29,12,13,14,16,32,14,24,25,32,32,33,12,33,13,31,36,18,14,33,12,13,14,24,12,31,40,31,32,36,32,15,17,14,15,14,14,14,37,14,32,16,12,41,13,13,14,32,37,31,40,32,33,31,14,38,16,18,14,36,35,34,39,38,31,13,13,16,34,36,32,22,,140,17,36,16,20,17,34,37,32,34,18,33,16,14,14,33,14,16,16,15,35,34,38,18,15,38,31,21,19,31,42,32,38,22,20,16,34,41,35,38,16,16,34,14,16,18,40,42,25,20,28,18,32,34,24,22,16,41,42,25
Farm0155,140,140,147,144,146,130,146,150,146,147,142,144,131,147,146,130,149,132,147,147,148,146,149,146,132,146,143,133,131,136,132,146,130,132,132,134,134,146,132,130,144,150,144,144,148,146,132,141,144,128,130,146,143,143,136,130,136,150,148,135,146,137,148,136,134,153,129,134,146,132,133,146,150,153,145,134,130,134,136,145,153,145,129,132,134,133,150,132,143,144,150,151,154,132,152,128,149,154,138,132,147,133,133,132,143,130,150,156,152,152,154,150,134,136,134,134,134,136,134,155,134,149,134,132,160,132,132,134,151,155,150,158,149,152,150,134,156,133,134,134,156,154,154,158,154,150,133,128,130,150,154,146,132,140,,136,154,136,138,138,154,156,152,154,136,154,130,128,134,153,134,134,134,134,154,154,156,136,134,158,150,140,139,146,162,147,157,133,138,135,150,158,150,156,134,130,154,134,130,138,158,163,138,134,141,136,150,153,144,136,130,161,162,138
Farm0156,18,18,22,20,24,8,24,26,22,23,20,21,8,24,22,6,24,10,24,22,23,23,24,20,7,22,18,12,6,14,8,22,6,9,10,12,12,22,10,7,23,26,21,20,22,24,7,20,20,8,10,22,20,20,14,8,10,26,25,10,24,13,26,13,10,30,6,8,20,9,11,24,30,28,24,10,8,10,10,24,29,24,8,9,10,12,26,12,20,20,26,28,29,8,28,11,26,30,14,8,28,10,8,12,20,8,26,36,28,27,28,26,8,13,12,12,11,12,8,33,10,26,13,10,36,10,10,12,26,31,24,34,26,28,26,12,31,12,16,10,32,30,30,34,32,26,10,10,13,29,30,28,17,17,136,,30,11,15,14,28,32,27,30,14,29,12,12,10,28,12,12,13,11,29,30,32,11,12,34,26,4,2,27,36,26,33,18,2,14,30,35,30,34,12,14,30,12,13,16,35,40,22,18,25,16,26,29,21,18,13,38,38,23
Farm0157,14,14,18,17,20,26,20,22,19,19,15,18,25,21,8,26,22,26,20,20,20,20,21,16,26,17,18,28,26,30,26,19,26,26,27,26,29,21,27,26,20,12,21,18,20,21,26,20,18,26,28,18,18,18,32,26,28,22,10,28,20,31,24,30,28,5,26,26,19,28,30,22,27,14,20,28,27,27,27,22,26,22,27,30,30,31,12,30,19,17,23,24,26,26,24,30,24,16,32,26,24,30,28,30,18,29,24,32,27,24,26,24,28,30,31,32,30,28,27,27,30,24,33,30,32,28,30,31,22,28,24,30,24,12,26,30,6,30,34,28,28,28,26,30,29,26,29,30,32,26,28,24,35,36,154,30,,30,35,34,26,30,26,26,32,25,31,30,29,25,30,28,32,30,27,26,18,31,31,30,26,35,34,23,34,24,2,36,32,30,24,32,26,30,30,32,26,32,32,36,4,36,42,38,44,32,24,26,40,38,32,36,35,42
Farm0158,17,17,24,18,21,6,22,24,22,22,18,20,7,23,22,6,25,10,22,20,22,23,24,19,5,20,17,10,7,12,6,22,8,8,8,10,10,22,8,6,22,26,20,20,22,22,8,20,19,6,8,20,20,18,13,6,10,26,24,9,22,12,26,12,10,29,6,9,20,8,8,23,28,28,22,8,7,10,10,20,28,23,7,8,10,10,24,10,19,20,24,26,28,4,27,9,25,28,14,8,26,9,8,10,19,8,25,34,26,26,29,26,8,10,12,10,10,10,8,30,10,26,12,9,35,8,9,11,25,30,24,34,26,27,24,12,31,10,14,8,32,28,28,34,31,24,10,9,12,28,30,26,16,16,136,11,30,,14,13,27,31,26,29,14,28,11,10,10,27,10,11,12,11,28,28,31,12,12,33,24,14,12,26,37,27,32,17,14,12,28,32,29,31,11,12,29,10,12,16,33,38,20,18,24,14,26,28,22,18,12,36,37,22
Farm0159,22,22,26,24,26,11,26,30,28,28,22,25,12,28,27,10,29,13,27,26,27,27,28,24,11,26,22,14,10,18,10,26,10,14,12,15,16,27,12,10,28,30,25,24,28,28,12,24,23,10,10,25,26,23,18,12,15,30,30,13,28,18,30,17,14,34,9,13,26,10,8,27,34,34,27,14,10,14,15,26,35,28,10,10,12,14,28,12,24,26,31,31,32,12,32,14,30,34,18,11,31,8,11,12,24,7,30,40,32,30,34,32,14,16,14,14,13,16,12,36,12,32,12,10,40,10,13,10,32,34,28,38,30,32,30,8,36,11,17,14,36,34,34,38,36,30,11,12,14,34,34,31,20,20,138,15,35,14,,17,32,36,30,34,14,32,14,12,14,32,12,12,12,12,34,34,36,17,12,38,30,21,18,32,41,31,37,20,18,14,34,38,34,37,12,15,32,12,15,16,38,42,24,22,27,15,28,30,21,22,15,42,42,24
Farm0160,18,20,26,22,26,10,26,29,26,27,22,24,11,27,25,10,28,12,26,25,25,26,28,24,10,25,22,14,10,16,10,26,10,12,11,13,15,26,12,10,27,30,24,24,26,26,10,22,22,8,10,26,24,22,18,10,15,29,28,12,27,16,30,16,14,32,8,12,24,10,11,26,32,32,26,14,9,12,15,26,32,26,10,10,11,13,29,10,22,24,27,30,32,10,30,12,30,33,17,10,30,12,12,12,22,10,28,38,30,30,32,30,13,15,12,4,12,12,12,34,12,30,14,10,38,10,12,12,28,34,28,38,30,32,29,13,36,11,16,13,36,34,34,38,35,28,8,10,14,32,33,30,19,17,138,14,34,13,17,,32,36,29,32,16,32,13,12,4,30,13,13,14,12,32,31,34,16,13,38,28,19,16,30,39,30,36,20,17,14,31,38,34,37,14,13,32,13,14,17,38,42,24,18,26,16,30,32,22,21,14,40,41,24
Farm0161,12,12,18,15,18,22,18,21,18,18,14,16,23,19,20,23,20,25,18,7,18,18,21,17,23,18,15,26,24,30,23,18,24,24,26,26,27,18,26,24,18,24,18,18,19,20,26,16,16,23,26,14,16,15,28,24,26,3,20,26,19,29,22,28,26,26,24,24,18,25,26,20,25,25,20,26,25,24,26,18,26,20,25,28,27,29,20,28,18,17,4,22,24,26,24,26,23,26,31,26,22,27,25,28,16,26,23,30,24,4,8,22,25,30,28,28,28,32,24,27,28,22,30,26,32,28,28,28,4,8,2,12,24,22,24,28,27,28,32,27,27,7,30,29,26,23,26,28,30,24,27,22,34,34,154,28,26,27,32,32,,10,25,24,30,6,30,28,28,5,28,27,30,29,26,24,26,28,5,30,25,34,13,26,35,26,32,14,13,28,29,30,26,32,4,10,24,29,10,7,32,34,18,15,42,6,26,28,16,16,10,37,32,40
Farm0162,15,16,22,18,22,24,21,24,20,22,16,18,26,22,20,26,24,28,22,12,20,21,24,19,27,20,18,29,26,30,28,22,27,28,28,28,30,22,29,26,22,26,22,20,22,23,28,20,18,26,29,16,18,18,34,26,29,6,22,28,22,32,24,31,29,28,26,28,21,28,30,22,28,27,22,28,28,28,30,21,28,22,28,29,32,31,24,31,20,19,6,24,28,28,24,30,26,28,33,28,24,30,28,32,20,29,26,32,27,8,4,26,28,33,32,32,30,34,28,30,31,24,34,30,34,30,32,30,6,11,7,14,27,27,25,32,28,32,34,30,30,10,28,34,30,26,30,30,33,27,30,25,37,37,156,32,30,31,36,36,10,,26,27,34,10,32,31,31,8,30,30,33,32,28,26,28,30,32,31,26,34,34,26,34,24,30,38,33,31,27,32,26,13,32,31,26,32,34,34,30,36,40,38,44,32,23,27,40,40,34,36,36,44
Farm0163,13,12,16,16,18,20,18,22,18,18,12,16,20,18,18,20,20,23,18,17,18,18,20,16,22,16,8,24,22,24,22,18,22,21,22,24,24,18,24,22,18,22,12,10,19,18,24,12,10,22,24,18,16,10,26,22,25,20,20,23,20,26,20,27,24,25,22,22,12,23,26,4,24,24,18,24,22,22,24,18,25,19,24,24,25,27,22,24,10,17,20,23,24,23,23,26,9,25,29,22,22,25,22,26,12,24,0,30,10,22,26,22,24,28,28,27,26,28,24,25,26,22,28,25,31,24,25,26,21,26,22,28,9,23,9,26,27,26,30,24,27,26,25,30,26,10,25,24,28,24,14,22,32,32,152,27,26,26,30,29,25,26,,25,30,24,26,27,26,23,26,26,26,26,12,24,26,26,26,29,10,32,28,22,32,22,29,34,30,26,26,30,24,26,26,28,24,26,28,31,29,34,36,33,40,28,22,24,36,34,28,34,33,38
Farm0164,12,12,19,16,9,23,20,18,18,8,16,17,24,8,19,24,21,26,9,19,18,9,20,18,25,18,16,28,26,30,25,19,25,25,26,28,27,6,26,24,18,24,18,17,9,20,24,16,16,24,27,17,16,16,31,25,26,22,22,26,20,28,22,28,28,26,24,24,19,26,29,20,26,26,18,25,26,26,26,19,15,20,26,27,28,30,22,29,18,16,22,2,26,26,24,27,22,26,32,26,24,28,26,29,17,26,24,32,26,23,27,22,26,31,30,30,28,32,24,28,28,23,31,28,21,28,29,29,22,28,22,30,24,24,24,29,28,30,33,28,16,26,15,18,28,24,28,28,30,24,28,23,34,34,154,30,26,29,34,32,24,27,25,,32,26,30,30,29,24,28,28,32,30,27,14,28,30,28,18,24,34,32,22,21,24,30,36,32,28,24,19,25,29,30,32,26,30,31,34,30,24,40,36,43,32,22,25,38,38,30,24,22,41
Farm0165,20,20,26,22,26,10,24,28,26,24,20,23,10,26,26,8,26,12,24,25,24,25,27,22,8,23,21,14,8,14,10,26,9,10,11,13,14,24,11,8,26,29,23,22,24,26,8,19,20,6,9,24,22,22,16,8,13,26,28,12,26,16,28,15,12,32,8,11,22,6,9,24,32,31,25,12,8,12,13,24,32,26,8,6,6,12,28,11,22,22,28,29,32,10,30,10,26,32,18,10,28,7,10,8,22,7,29,37,29,28,32,29,13,14,12,11,10,14,11,34,10,28,11,8,38,8,12,9,28,34,28,37,26,30,28,12,34,6,14,12,33,32,32,37,34,28,10,10,14,30,32,29,16,18,136,14,32,14,14,16,30,34,30,32,,32,13,10,12,31,8,9,14,10,34,32,34,14,10,36,28,20,16,28,40,30,36,20,17,12,32,38,33,36,10,12,32,12,14,15,38,41,23,19,25,12,30,31,14,18,14,40,40,23
Farm0166,12,12,17,14,18,22,18,22,18,18,14,16,23,20,18,23,20,26,19,8,18,18,20,16,22,18,15,26,24,29,24,18,24,24,25,26,26,18,26,25,18,21,18,18,17,20,26,15,15,25,25,14,16,16,29,23,26,4,20,24,19,28,21,28,26,24,23,23,16,26,27,18,25,24,18,25,26,25,26,18,25,20,25,26,28,29,21,27,18,16,4,23,24,25,22,27,24,26,32,26,22,27,24,28,18,26,22,30,25,2,8,22,26,28,29,30,28,31,26,27,28,22,31,27,30,26,28,28,2,8,4,10,23,22,22,29,27,28,32,27,27,6,26,28,26,24,28,28,30,25,26,23,34,33,154,29,25,28,32,32,6,10,24,26,32,,28,28,29,3,28,28,31,30,26,24,26,28,29,30,24,33,31,22,32,22,28,36,30,28,24,30,24,8,28,29,25,28,29,32,30,34,40,35,42,30,22,24,38,36,30,34,34,40
Farm0167,17,17,22,20,23,6,24,27,23,22,20,21,8,25,23,7,25,10,24,20,24,22,24,21,8,22,17,11,8,13,8,23,7,9,8,10,13,23,9,8,24,26,20,20,24,24,8,18,18,4,8,22,22,19,12,7,12,26,24,10,24,13,27,12,12,29,6,8,22,6,8,23,30,28,22,9,6,10,12,22,30,24,6,7,9,10,26,8,19,21,26,28,29,8,28,4,26,30,14,8,27,8,8,9,20,8,26,36,27,26,30,28,10,12,11,10,10,12,8,32,9,27,10,8,36,8,10,8,26,31,26,34,26,28,25,11,32,10,9,10,32,30,30,35,32,26,8,4,2,29,30,27,10,16,130,12,31,11,14,13,30,32,26,30,13,28,,0,8,28,9,10,11,11,30,28,32,13,10,34,25,16,14,26,37,26,34,12,14,11,29,35,29,33,10,4,29,10,2,14,34,39,16,13,20,12,26,30,20,8,2,38,38,17
Farm0168,17,16,22,19,22,6,22,24,21,23,18,20,7,24,23,6,24,8,22,22,22,22,24,22,6,22,17,10,6,12,6,23,6,9,8,10,12,22,8,6,22,26,21,20,21,24,7,18,18,4,5,22,20,19,12,6,10,26,24,10,22,12,24,13,11,28,5,8,20,5,7,22,30,28,22,9,6,8,10,22,28,24,6,6,8,10,26,8,20,20,25,27,28,6,28,4,24,29,12,6,26,7,8,8,20,6,24,34,26,26,28,25,8,12,9,10,8,8,8,32,8,26,9,7,36,8,8,7,25,30,24,34,26,27,24,8,30,8,8,9,30,30,30,34,32,24,7,3,2,28,29,26,10,14,128,12,30,10,12,12,28,31,27,30,10,28,0,,8,27,8,8,9,9,29,28,30,12,9,32,26,16,13,26,37,26,32,11,14,10,28,34,28,32,8,2,28,8,4,14,32,38,16,11,19,12,26,28,18,8,1,36,38,16
Farm0169,17,16,22,19,20,6,22,25,22,22,18,20,6,22,21,5,25,8,22,22,22,22,24,20,6,21,18,10,6,12,6,22,6,8,8,10,11,22,8,8,22,27,20,20,22,23,7,16,18,4,6,20,20,18,14,6,10,24,24,9,24,13,25,12,10,28,6,8,20,6,8,22,28,28,22,9,4,8,10,22,28,23,4,6,8,9,24,6,20,20,25,26,27,6,26,7,24,30,13,6,26,7,6,8,20,6,26,34,26,26,29,26,10,10,10,1,8,8,8,30,8,26,10,7,35,8,8,8,25,30,24,33,24,28,25,10,30,8,12,9,30,29,29,33,32,25,3,6,10,28,29,26,14,14,134,10,29,10,14,4,28,31,26,29,12,29,8,8,,26,8,8,10,9,28,28,32,12,8,32,25,15,13,28,36,26,30,15,12,10,28,34,29,32,9,10,30,9,8,13,34,36,19,15,22,12,26,28,18,16,11,36,37,20
Farm0170,11,11,18,14,18,22,16,20,17,18,14,14,22,18,17,22,18,24,16,7,17,16,19,15,24,15,14,25,22,28,24,18,23,24,24,26,26,17,26,22,16,22,18,17,16,18,24,14,16,24,24,12,14,16,27,23,25,2,20,24,17,28,20,26,24,24,23,23,18,25,26,20,24,22,16,24,24,25,26,17,24,18,24,24,28,27,20,28,15,14,3,22,23,25,22,25,22,24,30,24,21,26,26,26,18,25,22,30,23,2,6,22,24,28,28,28,27,27,24,25,27,22,30,26,30,27,28,27,2,7,4,11,22,20,22,28,26,26,31,26,26,5,24,28,25,22,26,26,28,22,26,21,34,33,153,28,25,27,32,30,5,8,23,24,31,3,28,27,26,,28,26,29,27,26,24,26,27,28,28,22,32,30,21,32,20,26,34,30,27,24,30,24,6,28,28,23,28,29,32,29,33,38,35,40,29,20,22,38,36,28,33,32,39
Farm0171,16,15,22,20,22,6,22,25,22,22,18,22,8,24,22,4,24,9,22,22,22,24,24,20,6,22,18,11,6,12,6,23,6,8,8,10,11,23,8,5,22,25,20,19,22,24,6,18,18,4,6,20,20,18,12,6,8,25,24,9,23,12,24,12,10,29,5,8,20,2,5,22,30,28,22,9,4,9,10,22,28,22,4,4,6,8,25,8,20,20,25,26,29,6,27,8,26,28,13,8,26,4,8,6,19,4,26,34,26,26,29,26,8,10,8,8,8,6,8,30,6,26,8,0,35,5,8,7,25,29,25,34,25,26,26,7,31,8,11,8,31,30,28,32,30,24,7,6,10,28,30,28,14,14,134,12,30,10,12,13,28,30,26,28,8,28,9,8,8,28,,2,4,2,28,28,30,12,2,32,25,14,14,26,36,26,32,14,13,4,28,34,29,32,3,10,29,1,10,7,34,38,20,16,23,8,26,28,16,16,10,36,36,20
